powerkW,datetime,temp,dirRad,diffRad,wind,solarTime,cosZenith,monthOfYear,isDaylight,isoDay_std,isoDay_sum
0.0,2021-01-01 00:00:00-08:00,9.4,0.0,0.0,17.4,-12.2,-0.9601306854217247,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 00:15:00-08:00,9.4,0.0,0.0,17.1,-11.95,-0.9610740598721272,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 00:30:00-08:00,9.4,0.0,0.0,17.4,-11.7,-0.9589548753745887,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 00:45:00-08:00,9.3,0.0,0.0,17.4,-11.45,-0.9537821174284753,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 01:00:00-08:00,9.2,0.0,0.0,17.6,-11.2,-0.9455778324120568,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 01:15:00-08:00,9.0,0.0,0.0,17.8,-10.95,-0.934377033066037,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 01:30:00-08:00,8.8,0.0,0.0,18.4,-10.7,-0.9202275482593429,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 01:45:00-08:00,8.6,0.0,0.0,18.6,-10.45,-0.9031898176392232,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 02:00:00-08:00,8.4,0.0,0.0,18.6,-10.2,-0.8833366319863502,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 02:15:00-08:00,8.4,0.0,0.0,18.1,-9.95,-0.8607528202999734,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 02:30:00-08:00,8.3,0.0,0.0,17.3,-9.7,-0.8355348848279351,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 02:45:00-08:00,8.3,0.0,0.0,16.5,-9.45,-0.8077905854276703,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 03:00:00-08:00,8.4,0.0,0.0,16.3,-9.2,-0.7776384747776541,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 03:15:00-08:00,8.5,0.0,0.0,16.8,-8.95,-0.7452073860510487,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 03:30:00-08:00,8.9,0.0,0.0,18.1,-8.7,-0.7106358746823908,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 03:45:00-08:00,9.1,0.0,0.0,18.8,-8.45,-0.6740716157529174,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 04:00:00-08:00,9.1,0.0,0.0,18.6,-8.2,-0.6356707582329936,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 04:15:00-08:00,8.8,0.0,0.0,16.6,-7.95,-0.5955972366972138,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 04:30:00-08:00,8.1,0.0,0.0,13.7,-7.7,-0.5540220398984452,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 04:45:00-08:00,7.5,0.0,0.0,11.3,-7.45,-0.5111224332490855,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 05:00:00-08:00,6.9,0.0,0.0,10.5,-7.2,-0.46708112769764004,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 05:15:00-08:00,6.6,0.0,0.0,10.4,-6.95,-0.4220853782980261,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 05:30:00-08:00,6.2,0.0,0.0,10.4,-6.7,-0.3763259763287699,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 05:45:00-08:00,5.8,0.0,0.0,10.2,-6.45,-0.32999605479528726,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 06:00:00-08:00,5.6,0.0,0.0,9.8,-6.2,-0.28328951869427255,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 06:15:00-08:00,5.3,0.0,0.0,9.0,-5.95,-0.23639861384443117,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 06:30:00-08:00,5.0,0.0,0.0,8.3,-5.7,-0.1895092072132832,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 06:45:00-08:00,4.8,0.0,0.0,8.6,-5.45,-0.14278873457504987,1,False,21.435975841121188,1240.2559992
0.0,2021-01-01 07:00:00-08:00,4.6,0.0,0.0,8.7,-5.2,-0.09634311280004293,1,False,21.435975841121188,1240.2559992
0.064,2021-01-01 07:15:00-08:00,4.4,0.0,0.0,8.4,-4.95,-0.04995602438058168,1,False,21.435975841121188,1240.2559992
0.832,2021-01-01 07:30:00-08:00,4.2,0.0,0.0,7.6,-4.7,0.002301965989448777,1,True,21.435975841121188,1240.2559992
2.624,2021-01-01 07:45:00-08:00,4.2,4.0,5.0,7.2,-4.45,0.04123938819693187,1,True,21.435975841121188,1240.2559992
3.1359999999999997,2021-01-01 08:00:00-08:00,4.4,24.0,18.0,6.9,-4.2,0.08181379718483177,1,True,21.435975841121188,1240.2559992
4.352,2021-01-01 08:15:00-08:00,5.1,56.0,25.0,6.8,-3.95,0.12199356295900195,1,True,21.435975841121188,1240.2559992
